,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,target,pred_prob_logreg,P_Rank_logreg,pred_prob_dtree,P_Rank_tree,pred_prob_rf,P_Rank_rf,pred_prob_gbm,P_Rank_GBM,pred_prob_stacking,P_Rank_stacking,Tenure_Rank,Tenure_Segment,MonthlyCharges_Rank,Monthly_Charge_Segment,Predicted_Churn_Rank
4938,Male,0,Yes,Yes,17,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.4,1539.45,1,0.5205638771548468,8,0.6728110599078341,10,0.45742806050889434,8,0.41854036929334565,8,0.45001725901562756,8,4,Low Tenure,8,High Charges,Top 3
4950,Female,0,Yes,No,4,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,91.65,365.4,1,0.7128600055543367,10,0.6728110599078341,10,0.6726804290479628,10,0.7983023517543347,10,0.7783245419361294,10,2,Low Tenure,8,High Charges,Top 3
4954,Male,0,No,Yes,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.85,90.85,1,0.7666253920814391,10,0.8842105263157894,10,0.7481932215394248,10,0.8989901893516299,10,0.850590249083717,10,1,Low Tenure,8,High Charges,Top 3
4973,Male,1,Yes,No,13,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),93.8,1261.0,0,0.35053188255810425,7,0.8461538461538461,10,0.41225411335677997,8,0.45756181481741004,8,0.4000253493176294,8,4,Low Tenure,8,High Charges,Top 3
5027,Male,1,Yes,No,10,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,85.55,851.75,1,0.6733054577183439,10,0.5294117647058824,9,0.6245186902139622,10,0.6020314809216135,9,0.6975013536888104,10,3,Low Tenure,8,High Charges,Top 3
5032,Female,0,No,No,12,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,89.15,1057.55,0,0.6554701308081332,9,0.6728110599078341,10,0.6042890340395277,9,0.5544063853687419,9,0.665610121048254,9,4,Low Tenure,8,High Charges,Top 3
5043,Male,1,No,No,19,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,90.6,1660.0,1,0.5821907483075824,9,0.6728110599078341,10,0.48290224104413193,8,0.5321540732265135,8,0.5075357618380868,8,4,Low Tenure,8,High Charges,Top 3
5076,Female,0,Yes,Yes,33,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,93.8,3124.5,1,0.45457173674773443,8,0.6728110599078341,10,0.38498403580843815,8,0.4376009795344878,8,0.36217036169267264,8,6,Low Tenure,8,High Charges,Top 3
5125,Female,0,Yes,No,11,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.0,1078.9,1,0.7371849675456422,10,0.6728110599078341,10,0.6427353558478369,10,0.7077055711310257,10,0.735206311624514,10,3,Low Tenure,8,High Charges,Top 3
5140,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.25,89.25,0,0.7822410095274618,10,0.8842105263157894,10,0.7638720487297783,10,0.8313746336795885,10,0.8537526013926704,10,1,Low Tenure,8,High Charges,Top 3
5146,Male,0,No,Yes,11,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,86.2,893.2,0,0.5883592429524671,9,0.5294117647058824,9,0.5990626982686784,9,0.5531477397145174,9,0.6592154230560812,9,3,Low Tenure,8,High Charges,Top 3
5194,Male,0,No,Yes,22,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.4,2001.5,1,0.5603295988235322,9,0.6728110599078341,10,0.49855251109918153,9,0.571898376986146,9,0.53652438648592,9,5,Low Tenure,8,High Charges,Top 3
5213,Female,1,Yes,No,17,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,92.55,1614.7,0,0.7435272278567402,10,0.6728110599078341,10,0.5389933285311767,9,0.49224030393696644,8,0.5723988523407929,9,4,Low Tenure,8,High Charges,Top 3
5242,Male,0,No,No,20,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,88.7,1761.45,1,0.6631943477628313,10,0.6728110599078341,10,0.5334137392545775,9,0.597310895092552,9,0.5869986008155774,9,5,Low Tenure,8,High Charges,Top 3
5260,Female,0,No,No,33,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,90.65,2989.6,0,0.42916598469625616,8,0.6728110599078341,10,0.43090845216886353,8,0.3966581570331945,8,0.41123106422275013,8,6,Low Tenure,8,High Charges,Top 3
5272,Female,0,No,No,6,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,90.1,521.3,1,0.6956879166604452,10,0.6728110599078341,10,0.6678936143518908,10,0.7502328150502011,10,0.7667154165792444,10,3,Low Tenure,8,High Charges,Top 3
5277,Female,0,No,No,6,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,89.3,577.6,1,0.6571615566238611,9,0.5294117647058824,9,0.6489555681816235,10,0.4997596321138838,8,0.7062417500143399,10,3,Low Tenure,8,High Charges,Top 3
5301,Male,0,Yes,Yes,29,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,89.2,2698.35,1,0.5895855960014669,9,0.6728110599078341,10,0.4876799309362429,8,0.5428686537418229,9,0.5160986472617705,8,6,Low Tenure,8,High Charges,Top 3
5307,Male,0,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.1,90.1,0,0.7680629795966124,10,0.8842105263157894,10,0.7453716316581546,10,0.925114503895441,10,0.8515213530203938,10,1,Low Tenure,8,High Charges,Top 3
5330,Male,1,Yes,No,10,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,92.5,934.1,1,0.48927484222577294,8,0.5555555555555556,9,0.5231285465429546,9,0.6571676169786701,9,0.5862004959024628,9,3,Low Tenure,8,High Charges,Top 3
5333,Female,0,Yes,Yes,13,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,88.35,1222.8,1,0.5886093225024775,9,0.5294117647058824,9,0.5710477273044323,9,0.53510234999084,8,0.6217323558026665,9,4,Low Tenure,8,High Charges,Top 3
5345,Male,0,No,No,26,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,89.8,2335.3,1,0.4308862961068865,8,0.5294117647058824,9,0.47150822805131604,8,0.5422088230776133,9,0.4946703830128701,8,5,Low Tenure,8,High Charges,Top 3
5354,Female,0,No,Yes,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.35,89.35,0,0.7656862382489112,10,0.8842105263157894,10,0.7466148227380437,10,0.8265984783022678,10,0.8414943735537705,10,1,Low Tenure,8,High Charges,Top 3
5370,Male,0,Yes,Yes,16,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),90.8,1442.2,0,0.6186769950462208,9,0.31561461794019935,7,0.4312530610896084,8,0.4116486085971494,8,0.41476020783153367,8,4,Low Tenure,8,High Charges,Top 3
5409,Female,1,No,No,26,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,89.15,2277.65,1,0.6061324601277466,9,0.6728110599078341,10,0.5120588734750292,9,0.6232768635556376,9,0.5649235869158906,9,5,Low Tenure,8,High Charges,Top 3
5413,Female,0,No,No,15,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),94.0,1505.45,0,0.6224936346204905,9,0.31561461794019935,7,0.46169943895887866,8,0.4584074220313388,8,0.46400847099607784,8,4,Low Tenure,8,High Charges,Top 3
5428,Female,0,Yes,No,9,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,89.45,853.1,1,0.6396037972052663,9,0.5294117647058824,9,0.6287496521505378,10,0.5719117195723408,9,0.6968006847952618,10,3,Low Tenure,8,High Charges,Top 3
5459,Female,0,Yes,Yes,10,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,88.85,929.45,0,0.7175985280651206,10,0.6728110599078341,10,0.6485956622872702,10,0.7180208882003858,10,0.7428499625870756,10,3,Low Tenure,8,High Charges,Top 3
5547,Female,0,No,No,3,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.45,240.45,1,0.7705161095015235,10,0.6728110599078341,10,0.7128737380956549,10,0.7688566015527094,10,0.8088561321195242,10,2,Low Tenure,8,High Charges,Top 3
5591,Male,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,88.45,370.65,1,0.7666942678136118,10,0.6728110599078341,10,0.6905751094146838,10,0.8322286853218929,10,0.7988332038980854,10,2,Low Tenure,8,High Charges,Top 3
5597,Male,1,No,No,22,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),90.5,1910.6,1,0.5215910166226944,8,0.31561461794019935,7,0.36933006861530815,8,0.4489828265817859,8,0.34553369819751717,8,5,Low Tenure,8,High Charges,Top 3
5679,Male,0,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,86.55,649.65,1,0.7389462197229937,10,0.6728110599078341,10,0.6691657405064804,10,0.6810401765006429,9,0.757264586889776,10,3,Low Tenure,8,High Charges,Top 3
5704,Female,0,Yes,No,19,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,86.85,1564.4,0,0.6684492719498127,10,0.6728110599078341,10,0.528533842769967,9,0.6053189135976946,9,0.5824104588978083,9,4,Low Tenure,8,High Charges,Top 3
5711,Female,1,Yes,No,20,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,90.8,1951.0,1,0.6173949777234905,9,0.5294117647058824,9,0.4944475787917796,9,0.41874225687940037,8,0.49863748251778667,8,5,Low Tenure,8,High Charges,Top 3
5732,Male,1,No,No,19,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,87.3,1637.3,0,0.5780134249529372,9,0.6728110599078341,10,0.48136671517141894,8,0.5509215382776075,9,0.5095015576612301,8,4,Low Tenure,8,High Charges,Top 3
5760,Male,1,Yes,No,16,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,91.55,1540.05,0,0.6356731483239486,9,0.6728110599078341,10,0.49088038319897076,9,0.38918896165283834,8,0.4876626126564738,8,4,Low Tenure,8,High Charges,Top 3
5783,Female,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.3,89.3,1,0.8171791362353678,10,0.8842105263157894,10,0.7695657556890915,10,0.8365078455769267,10,0.8579898248530375,10,1,Low Tenure,8,High Charges,Top 3
5787,Female,0,No,No,36,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,87.55,3078.1,1,0.4110579534507861,8,0.8,10,0.4136612566703592,8,0.5740168111761508,9,0.4258123663807323,8,6,Low Tenure,8,High Charges,Top 3
5809,Female,0,No,No,6,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,85.95,514.6,0,0.5862307218072441,9,0.5555555555555556,9,0.5727696986119732,9,0.5296219335361406,8,0.6227691733070457,9,3,Low Tenure,8,High Charges,Top 3
5831,Female,0,No,No,9,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),90.8,809.75,1,0.6893281671470164,10,0.8095238095238095,10,0.6016652355628394,9,0.6898847452498034,9,0.6877751456645821,9,3,Low Tenure,8,High Charges,Top 3
5857,Female,0,Yes,Yes,17,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,88.25,1460.65,1,0.5455950481682268,9,0.5294117647058824,9,0.5178634237707663,9,0.5169377178765536,8,0.5501678903846544,9,4,Low Tenure,8,High Charges,Top 3
5876,Female,1,No,No,1,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,86.0,86.0,1,0.7660224668447475,10,0.8842105263157894,10,0.75158459621265,10,0.901953911501732,10,0.8531619844014388,10,1,Low Tenure,8,High Charges,Top 3
5923,Female,0,No,No,6,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,89.25,487.05,0,0.6399450076855994,9,0.6728110599078341,10,0.629825758232002,10,0.4071761354207342,8,0.6676878239013813,9,3,Low Tenure,8,High Charges,Top 3
5934,Female,1,Yes,No,26,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,93.85,2381.55,1,0.6146639188757084,9,0.6728110599078341,10,0.5071488993267854,9,0.713956972274543,10,0.5774684013797701,9,5,Low Tenure,8,High Charges,Top 3
5956,Female,0,No,No,31,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,89.9,2806.9,1,0.5910476797541545,9,0.6728110599078341,10,0.4973577761440586,9,0.6379823475000188,9,0.5489029859623367,9,6,Low Tenure,8,High Charges,Top 3
5970,Male,0,Yes,No,5,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,89.15,413.25,0,0.6323172664671333,9,0.6728110599078341,10,0.5933841852407048,9,0.389564034375951,8,0.6203042387674537,9,2,Low Tenure,8,High Charges,Top 3
5975,Male,0,Yes,Yes,7,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,89.75,608.8,1,0.5477964362579789,9,0.6728110599078341,10,0.5705132114900263,9,0.6095635880881243,9,0.6358477370130343,9,3,Low Tenure,8,High Charges,Top 3
5991,Male,0,No,No,16,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.25,1483.25,1,0.5601674640714459,9,0.6728110599078341,10,0.5373149470194114,9,0.6899272815275148,9,0.6108403450819722,9,4,Low Tenure,8,High Charges,Top 3
5997,Female,0,No,No,6,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,89.75,552.65,0,0.6973695342417232,10,0.6728110599078341,10,0.666117225463002,10,0.7497453180094094,10,0.7649632833346944,10,3,Low Tenure,8,High Charges,Top 3
6024,Female,0,Yes,No,3,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),91.5,242.95,1,0.6292886968524687,9,0.8095238095238095,10,0.6294466934555895,10,0.7682690514946393,10,0.731587277123308,10,2,Low Tenure,8,High Charges,Top 3
6033,Male,1,No,No,25,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,88.95,2291.2,1,0.6201888274188095,9,0.6728110599078341,10,0.5184439590281418,9,0.6743095420350218,9,0.583747900523884,9,5,Low Tenure,8,High Charges,Top 3
6060,Female,1,No,No,8,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,87.1,713.6,0,0.7269788532221992,10,0.6728110599078341,10,0.6382143485658428,10,0.6779958976984272,9,0.7255446637483471,10,3,Low Tenure,8,High Charges,Top 3
6089,Female,1,Yes,No,1,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,90.6,90.6,1,0.7707825580541902,10,0.8842105263157894,10,0.7440998742514644,10,0.919127620433463,10,0.8500248672128339,10,1,Low Tenure,8,High Charges,Top 3
6091,Male,1,Yes,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,86.85,156.35,1,0.7311375896063895,10,1.0,10,0.6487051310473642,10,0.7530347369223636,10,0.7486027108359061,10,2,Low Tenure,8,High Charges,Top 3
6144,Male,1,Yes,No,23,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,90.0,2024.1,0,0.48055515047933317,8,0.6728110599078341,10,0.4357846561668986,8,0.49520867305477645,8,0.4379651261611845,8,5,Low Tenure,8,High Charges,Top 3
6163,Female,0,Yes,No,19,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,89.1,1620.8,0,0.6046525154840092,9,0.6728110599078341,10,0.5145548433843576,9,0.5297322509809066,8,0.5485462800814404,9,4,Low Tenure,8,High Charges,Top 3
6199,Male,1,No,No,43,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,89.55,3856.75,1,0.4438636493568805,8,0.31561461794019935,7,0.3496620107949843,7,0.40848648356369993,8,0.31502215778545944,7,7,High Tenure,8,High Charges,Top 3
6211,Female,0,Yes,Yes,5,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,85.75,470.95,1,0.6343296528927944,9,0.6728110599078341,10,0.6128593341808126,10,0.7370487749450428,10,0.7086399811164599,10,2,Low Tenure,8,High Charges,Top 3
6240,Male,0,No,Yes,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.3,93.3,1,0.7681537047592867,10,0.8842105263157894,10,0.7481932215394248,10,0.8948954278116824,10,0.8501473608099662,10,1,Low Tenure,8,High Charges,Top 3
6284,Female,0,No,No,23,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.5,2341.55,0,0.6710435744581569,10,0.6728110599078341,10,0.5249816429758377,9,0.5695696581034166,9,0.570423489035612,9,5,Low Tenure,8,High Charges,Top 3
6290,Female,0,Yes,No,71,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),93.7,6585.35,1,0.16507602693538165,5,0.16115702479338842,6,0.1880810866117972,5,0.4662409677201265,8,0.1709816725219823,6,10,High Tenure,8,High Charges,Top 3
6325,Female,0,Yes,Yes,17,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,91.85,1574.45,1,0.29142346483828485,7,0.2916666666666667,7,0.4171899961765332,8,0.3828344928081255,8,0.39105415006764566,8,4,Low Tenure,8,High Charges,Top 3
6368,Male,1,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.0,181.7,1,0.8150533624398647,10,0.6728110599078341,10,0.7219535850765944,10,0.7199901887104802,10,0.8098259280702247,10,2,Low Tenure,8,High Charges,Top 3
6393,Male,0,No,No,26,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),92.4,2349.8,0,0.3158211165625119,7,0.31561461794019935,7,0.309693149461616,7,0.4133964393557341,8,0.2722804503501971,7,5,Low Tenure,8,High Charges,Top 3
6508,Female,0,Yes,Yes,42,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.2,4186.3,1,0.5252963600278102,9,0.4074074074074074,8,0.4186624499858492,8,0.4887708418339924,8,0.4145763838574715,8,7,High Tenure,8,High Charges,Top 3
6520,Male,0,No,No,2,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,85.85,167.3,1,0.7711024603848889,10,0.6728110599078341,10,0.7168657452915121,10,0.8201022241042298,10,0.81864303238723,10,2,Low Tenure,8,High Charges,Top 3
6574,Female,1,No,No,9,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,90.1,816.8,0,0.7760420668147026,10,0.6728110599078341,10,0.6638737127127677,10,0.6915247173989335,9,0.7537623799169374,10,3,Low Tenure,8,High Charges,Top 3
6599,Female,0,Yes,No,13,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,94.1,1215.6,1,0.5373794864996257,9,0.5294117647058824,9,0.5501695193245478,9,0.5055724756175091,8,0.5894863084431256,9,4,Low Tenure,8,High Charges,Top 3
6625,Female,1,No,No,12,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,91.3,1094.5,1,0.7066490638258421,10,0.6728110599078341,10,0.6120140431355032,10,0.7123690017212997,10,0.7033615905566922,10,4,Low Tenure,8,High Charges,Top 3
6654,Female,0,Yes,No,7,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,86.5,582.5,1,0.7479205164364683,10,0.6728110599078341,10,0.6747316853286854,10,0.7271173233033993,10,0.7696300227042736,10,3,Low Tenure,8,High Charges,Top 3
6681,Male,1,No,No,3,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,91.05,289.1,1,0.7189284125161453,10,0.5294117647058824,9,0.6822318706009564,10,0.6954412514645963,9,0.7718523935312471,10,2,Low Tenure,8,High Charges,Top 3
6702,Male,0,Yes,Yes,18,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,85.6,1601.5,0,0.537409788401133,9,0.6728110599078341,10,0.47663974688057875,8,0.4677362651462796,8,0.4856049455718976,8,4,Low Tenure,8,High Charges,Top 3
6715,Female,0,No,No,11,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.2,990.3,0,0.7230678931350972,10,0.6728110599078341,10,0.6346812135575486,10,0.49906794491987855,8,0.690280383981857,10,3,Low Tenure,8,High Charges,Top 3
6732,Female,0,No,No,24,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,89.55,2259.35,0,0.5253523655697757,9,0.6728110599078341,10,0.4618171478134316,8,0.48056527168945395,8,0.46885023019227917,8,5,Low Tenure,8,High Charges,Top 3
6756,Male,1,Yes,No,22,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),89.75,1938.9,0,0.6506390587547886,9,0.31561461794019935,7,0.3949734246932127,8,0.49248937938597215,8,0.38540090613353295,8,5,Low Tenure,8,High Charges,Top 3
6773,Male,1,Yes,No,37,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,92.5,3473.4,1,0.6183938355251133,9,0.4074074074074074,8,0.4701685339541937,8,0.6066714226678033,9,0.5066046304370165,8,6,Low Tenure,8,High Charges,Top 3
6804,Male,0,Yes,Yes,5,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,90.35,434.5,0,0.4935030568072455,8,0.5555555555555556,9,0.503325511038323,9,0.3877702563812794,8,0.5037454598589032,8,2,Low Tenure,8,High Charges,Top 3
6831,Male,0,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,86.8,620.35,1,0.7481556339883128,10,0.6728110599078341,10,0.6742023291812221,10,0.7271173233033993,10,0.769135325068082,10,3,Low Tenure,8,High Charges,Top 3
6843,Female,0,Yes,No,9,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),91.75,865.8,1,0.3544732672379461,7,0.8095238095238095,10,0.45542180492898404,8,0.5503842634593883,9,0.4752462633071527,8,3,Low Tenure,8,High Charges,Top 3
6858,Female,0,Yes,Yes,25,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,89.1,2368.4,1,0.620184049207032,9,0.6728110599078341,10,0.49548807178577475,9,0.5064382894142707,8,0.5186350504504719,9,5,Low Tenure,8,High Charges,Top 3
6861,Female,0,Yes,Yes,14,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,91.65,1301.0,1,0.5759659549989675,9,0.6728110599078341,10,0.5312167214138627,9,0.4434195543836634,8,0.5521068800063771,9,4,Low Tenure,8,High Charges,Top 3
6862,Female,1,No,No,4,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,88.85,372.45,1,0.8005920446680482,10,0.6728110599078341,10,0.6892915932565004,10,0.827512718924201,10,0.7970970813476072,10,2,Low Tenure,8,High Charges,Top 3
6868,Male,0,No,No,13,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,91.1,1135.7,1,0.7142058478688391,10,0.6728110599078341,10,0.6387749169930431,10,0.7234043321715946,10,0.7337407468607993,10,4,Low Tenure,8,High Charges,Top 3
6878,Female,0,No,No,6,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.5,573.3,1,0.757645435976353,10,0.6728110599078341,10,0.6825721387155985,10,0.750000960601203,10,0.7802236721390815,10,3,Low Tenure,8,High Charges,Top 3
6879,Female,0,Yes,No,21,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,86.05,1818.9,0,0.5352840032680382,9,0.6728110599078341,10,0.46316575422170986,8,0.4915345911488052,8,0.47294312138465733,8,5,Low Tenure,8,High Charges,Top 3
